,Emergence,SIA,summed_probabilities,numSIA
1621,NIE-KGS-2,NER-2018-008,0,37
1622,NIE-KGS-2,NGA-2016-018,0,38
1623,NIE-KGS-2,NGA-2016-019,0,39
1624,NIE-KGS-2,NGA-2016-021,0,40
1625,NIE-KGS-2,NGA-2016-024,0,41
1626,NIE-KGS-2,NGA-2016-025,0,42
1627,NIE-KGS-2,NGA-2016-034,0,43
1628,NIE-KGS-2,NGA-2017-020,0,44
1629,NIE-KGS-2,NGA-2017-021,0,45
1630,NIE-KGS-2,NGA-2017-024,0,46
1631,NIE-KGS-2,NGA-2018-012,0.000725,47
1632,NIE-KGS-2,NGA-2018-014,7.50E-05,48
1633,NIE-KGS-2,NGA-2018-017,0.00025,49
1634,NIE-KGS-2,NGA-2018-018,0.005825,50
1635,NIE-KGS-2,NGA-2018-019,0.00025,51
1636,NIE-KGS-2,NGA-2018-020,0.003725,52
1637,NIE-KGS-2,NGA-2018-022,0.001375,53
1638,NIE-KGS-2,NGA-2018-023,7.50E-05,54
1639,NIE-KGS-2,NGA-2018-025,0.94395,55
1640,NIE-KGS-2,NGA-2019-004,0,56
1641,NIE-KGS-2,NGA-2019-007,0.042925,57
1642,NIE-KGS-2,NGA-2019-019,0,58
1643,NIE-KGS-2,NGA-2019-024,0,59
1644,NIE-KGS-2,SDN-2016-001,0,60
1645,NIE-KGS-2,SOM-2017-011,0,61
1646,NIE-KGS-2,SOM-2018-004,0,62
1647,NIE-KGS-2,SOM-2018-007,0,63
1648,NIE-KGS-2,SOM-2018-008,0,64
1649,NIE-KGS-2,SOM-2018-009,0,65
1650,NIE-KGS-2,SOM-2018-011,0,66
1651,NIE-SOS-3,CAF-2019-005,0,1
1652,NIE-SOS-3,COD-2016-001,0,2
1653,NIE-SOS-3,COD-2017-006,0,3
1654,NIE-SOS-3,COD-2017-007,0,4
1655,NIE-SOS-3,COD-2017-009,0,5
1656,NIE-SOS-3,COD-2017-011,0,6
1657,NIE-SOS-3,COD-2017-014,0,7
1658,NIE-SOS-3,COD-2018-005,0,8
1659,NIE-SOS-3,COD-2018-009,0,9
1660,NIE-SOS-3,COD-2018-010,0,10
1661,NIE-SOS-3,COD-2018-011,0,11
1662,NIE-SOS-3,COD-2018-013,0,12
1663,NIE-SOS-3,COD-2018-014,0,13
1664,NIE-SOS-3,COD-2018-015,0,14
1665,NIE-SOS-3,COD-2018-016,0,15
1666,NIE-SOS-3,COD-2018-017,0,16
1667,NIE-SOS-3,COD-2019-003,0,17
1668,NIE-SOS-3,COD-2019-012,0,18
1669,NIE-SOS-3,COD-2019-013,0,19
1670,NIE-SOS-3,COD-2019-015,0,20
1671,NIE-SOS-3,COD-2019-016,0,21
1672,NIE-SOS-3,COG-2016-005,0,22
1673,NIE-SOS-3,ETH-2016-002,0,23
1674,NIE-SOS-3,ETH-2018-003,0,24
1675,NIE-SOS-3,ETH-2018-004,0,25
1676,NIE-SOS-3,KEN-2018-003,0,26
1677,NIE-SOS-3,KEN-2018-004,0,27
1678,NIE-SOS-3,MOZ-2017-002,0,28
1679,NIE-SOS-3,MOZ-2019-001,0,29
1680,NIE-SOS-3,MOZ-2019-002,0,30
1681,NIE-SOS-3,MOZ-2019-003,0,31
1682,NIE-SOS-3,MOZ-2019-004,0,32
1683,NIE-SOS-3,NER-2016-001,0,33
1684,NIE-SOS-3,NER-2017-012,0.00975,34
1685,NIE-SOS-3,NER-2018-005,0,35
1686,NIE-SOS-3,NER-2018-006,0,36
1687,NIE-SOS-3,NER-2018-008,0,37
1688,NIE-SOS-3,NGA-2016-018,0,38
1689,NIE-SOS-3,NGA-2016-019,0,39
1690,NIE-SOS-3,NGA-2016-021,0,40
1691,NIE-SOS-3,NGA-2016-024,0,41
1692,NIE-SOS-3,NGA-2016-025,0,42
1693,NIE-SOS-3,NGA-2016-034,0.002175,43
1694,NIE-SOS-3,NGA-2017-020,0.0212,44
1695,NIE-SOS-3,NGA-2017-021,0.75915,45
1696,NIE-SOS-3,NGA-2017-024,0.20725,46
1697,NIE-SOS-3,NGA-2018-012,0,47
1698,NIE-SOS-3,NGA-2018-014,0,48
1699,NIE-SOS-3,NGA-2018-017,0,49
1700,NIE-SOS-3,NGA-2018-018,0,50
1701,NIE-SOS-3,NGA-2018-019,0,51
1702,NIE-SOS-3,NGA-2018-020,0,52
1703,NIE-SOS-3,NGA-2018-022,0,53
1704,NIE-SOS-3,NGA-2018-023,0,54
1705,NIE-SOS-3,NGA-2018-025,0,55
1706,NIE-SOS-3,NGA-2019-004,0,56
1707,NIE-SOS-3,NGA-2019-007,0,57
1708,NIE-SOS-3,NGA-2019-019,0,58
1709,NIE-SOS-3,NGA-2019-024,0,59
1710,NIE-SOS-3,SDN-2016-001,0,60
1711,NIE-SOS-3,SOM-2017-011,0,61
1712,NIE-SOS-3,SOM-2018-004,0,62
1713,NIE-SOS-3,SOM-2018-007,0,63
1714,NIE-SOS-3,SOM-2018-008,0,64
1715,NIE-SOS-3,SOM-2018-009,0,65
1716,NIE-SOS-3,SOM-2018-011,0,66
1717,NIE-SOS-4,CAF-2019-005,0,1
1718,NIE-SOS-4,COD-2016-001,0,2
1719,NIE-SOS-4,COD-2017-006,0,3
1720,NIE-SOS-4,COD-2017-007,0,4
1721,NIE-SOS-4,COD-2017-009,0,5
1722,NIE-SOS-4,COD-2017-011,0,6
1723,NIE-SOS-4,COD-2017-014,0,7
1724,NIE-SOS-4,COD-2018-005,0,8
1725,NIE-SOS-4,COD-2018-009,0,9
1726,NIE-SOS-4,COD-2018-010,0,10
1727,NIE-SOS-4,COD-2018-011,0,11
1728,NIE-SOS-4,COD-2018-013,0,12
1729,NIE-SOS-4,COD-2018-014,0,13
1730,NIE-SOS-4,COD-2018-015,0,14
1731,NIE-SOS-4,COD-2018-016,0,15
1732,NIE-SOS-4,COD-2018-017,0,16
1733,NIE-SOS-4,COD-2019-003,0,17
1734,NIE-SOS-4,COD-2019-012,0,18
1735,NIE-SOS-4,COD-2019-013,0,19
1736,NIE-SOS-4,COD-2019-015,0,20
1737,NIE-SOS-4,COD-2019-016,0,21
1738,NIE-SOS-4,COG-2016-005,0,22
1739,NIE-SOS-4,ETH-2016-002,0,23
1740,NIE-SOS-4,ETH-2018-003,0,24
1741,NIE-SOS-4,ETH-2018-004,0,25
1742,NIE-SOS-4,KEN-2018-003,0,26
1743,NIE-SOS-4,KEN-2018-004,0,27
1744,NIE-SOS-4,MOZ-2017-002,0,28
1745,NIE-SOS-4,MOZ-2019-001,0,29
1746,NIE-SOS-4,MOZ-2019-002,0,30
1747,NIE-SOS-4,MOZ-2019-003,0,31
1748,NIE-SOS-4,MOZ-2019-004,0,32
1749,NIE-SOS-4,NER-2016-001,0,33
1750,NIE-SOS-4,NER-2017-012,0.0035,34
1751,NIE-SOS-4,NER-2018-005,0,35
1752,NIE-SOS-4,NER-2018-006,0,36
1753,NIE-SOS-4,NER-2018-008,0,37
1754,NIE-SOS-4,NGA-2016-018,0,38
1755,NIE-SOS-4,NGA-2016-019,0,39
1756,NIE-SOS-4,NGA-2016-021,0,40
1757,NIE-SOS-4,NGA-2016-024,0,41
1758,NIE-SOS-4,NGA-2016-025,0,42
1759,NIE-SOS-4,NGA-2016-034,0.00065,43
1760,NIE-SOS-4,NGA-2017-020,0.0049,44
1761,NIE-SOS-4,NGA-2017-021,0.15565,45
1762,NIE-SOS-4,NGA-2017-024,0.0378,46
1763,NIE-SOS-4,NGA-2018-012,5.00E-05,47
1764,NIE-SOS-4,NGA-2018-014,0.5032,48
1765,NIE-SOS-4,NGA-2018-017,0.000925,49
1766,NIE-SOS-4,NGA-2018-018,0,50
1767,NIE-SOS-4,NGA-2018-019,7.50E-05,51
1768,NIE-SOS-4,NGA-2018-020,0,52
1769,NIE-SOS-4,NGA-2018-022,0,53
1770,NIE-SOS-4,NGA-2018-023,0.29325,54
1771,NIE-SOS-4,NGA-2018-025,0,55
1772,NIE-SOS-4,NGA-2019-004,0,56
1773,NIE-SOS-4,NGA-2019-007,0,57
1774,NIE-SOS-4,NGA-2019-019,0,58
1775,NIE-SOS-4,NGA-2019-024,0,59
1776,NIE-SOS-4,SDN-2016-001,0,60
1777,NIE-SOS-4,SOM-2017-011,0,61
1778,NIE-SOS-4,SOM-2018-004,0,62
1779,NIE-SOS-4,SOM-2018-007,0,63
1780,NIE-SOS-4,SOM-2018-008,0,64
1781,NIE-SOS-4,SOM-2018-009,0,65
1782,NIE-SOS-4,SOM-2018-011,0,66
1783,NIE-SOS-5,CAF-2019-005,0,1
1784,NIE-SOS-5,COD-2016-001,0,2
1785,NIE-SOS-5,COD-2017-006,0,3
1786,NIE-SOS-5,COD-2017-007,2.50E-05,4
1787,NIE-SOS-5,COD-2017-009,0,5
1788,NIE-SOS-5,COD-2017-011,0,6
1789,NIE-SOS-5,COD-2017-014,0,7
1790,NIE-SOS-5,COD-2018-005,0,8
1791,NIE-SOS-5,COD-2018-009,0,9
1792,NIE-SOS-5,COD-2018-010,0,10
1793,NIE-SOS-5,COD-2018-011,0,11
1794,NIE-SOS-5,COD-2018-013,0,12
1795,NIE-SOS-5,COD-2018-014,0,13
1796,NIE-SOS-5,COD-2018-015,0,14
1797,NIE-SOS-5,COD-2018-016,0,15
1798,NIE-SOS-5,COD-2018-017,0,16
1799,NIE-SOS-5,COD-2019-003,0,17
1800,NIE-SOS-5,COD-2019-012,0,18
1801,NIE-SOS-5,COD-2019-013,0,19
1802,NIE-SOS-5,COD-2019-015,0,20
1803,NIE-SOS-5,COD-2019-016,0,21
1804,NIE-SOS-5,COG-2016-005,0,22
1805,NIE-SOS-5,ETH-2016-002,0,23
1806,NIE-SOS-5,ETH-2018-003,0,24
1807,NIE-SOS-5,ETH-2018-004,0,25
1808,NIE-SOS-5,KEN-2018-003,0,26
1809,NIE-SOS-5,KEN-2018-004,0,27
1810,NIE-SOS-5,MOZ-2017-002,0,28
1811,NIE-SOS-5,MOZ-2019-001,0,29
1812,NIE-SOS-5,MOZ-2019-002,0,30
1813,NIE-SOS-5,MOZ-2019-003,0,31
1814,NIE-SOS-5,MOZ-2019-004,0,32
1815,NIE-SOS-5,NER-2016-001,0,33
1816,NIE-SOS-5,NER-2017-012,0.015025,34
1817,NIE-SOS-5,NER-2018-005,0,35
1818,NIE-SOS-5,NER-2018-006,0,36
1819,NIE-SOS-5,NER-2018-008,0,37
1820,NIE-SOS-5,NGA-2016-018,0,38
1821,NIE-SOS-5,NGA-2016-019,0,39
1822,NIE-SOS-5,NGA-2016-021,0,40
1823,NIE-SOS-5,NGA-2016-024,0,41
1824,NIE-SOS-5,NGA-2016-025,0,42
1825,NIE-SOS-5,NGA-2016-034,0.002525,43
1826,NIE-SOS-5,NGA-2017-020,0.021175,44
1827,NIE-SOS-5,NGA-2017-021,0.15205,45
1828,NIE-SOS-5,NGA-2017-024,0.04015,46
1829,NIE-SOS-5,NGA-2018-012,0.0019,47
1830,NIE-SOS-5,NGA-2018-014,0.421475,48
1831,NIE-SOS-5,NGA-2018-017,0.019275,49
1832,NIE-SOS-5,NGA-2018-018,2.00E-04,50
1833,NIE-SOS-5,NGA-2018-019,0.002525,51
1834,NIE-SOS-5,NGA-2018-020,0.002125,52
1835,NIE-SOS-5,NGA-2018-022,0.00125,53
1836,NIE-SOS-5,NGA-2018-023,0.3198,54
1837,NIE-SOS-5,NGA-2018-025,5.00E-05,55
1838,NIE-SOS-5,NGA-2019-004,0,56
1839,NIE-SOS-5,NGA-2019-007,0,57
1840,NIE-SOS-5,NGA-2019-019,0,58
1841,NIE-SOS-5,NGA-2019-024,0,59
1842,NIE-SOS-5,SDN-2016-001,0,60
1843,NIE-SOS-5,SOM-2017-011,0,61
1844,NIE-SOS-5,SOM-2018-004,0,62
1845,NIE-SOS-5,SOM-2018-007,0,63
1846,NIE-SOS-5,SOM-2018-008,0,64
1847,NIE-SOS-5,SOM-2018-009,0,65
1848,NIE-SOS-5,SOM-2018-011,0,66
1849,NIE-SOS-6,CAF-2019-005,0,1
1850,NIE-SOS-6,COD-2016-001,0,2
1851,NIE-SOS-6,COD-2017-006,0,3
1852,NIE-SOS-6,COD-2017-007,0,4
1853,NIE-SOS-6,COD-2017-009,0,5
1854,NIE-SOS-6,COD-2017-011,0,6
1855,NIE-SOS-6,COD-2017-014,0,7
1856,NIE-SOS-6,COD-2018-005,0,8
1857,NIE-SOS-6,COD-2018-009,0,9
1858,NIE-SOS-6,COD-2018-010,0,10
1859,NIE-SOS-6,COD-2018-011,0,11
1860,NIE-SOS-6,COD-2018-013,0,12
1861,NIE-SOS-6,COD-2018-014,0,13
1862,NIE-SOS-6,COD-2018-015,0,14
1863,NIE-SOS-6,COD-2018-016,0,15
1864,NIE-SOS-6,COD-2018-017,0,16
1865,NIE-SOS-6,COD-2019-003,0,17
1866,NIE-SOS-6,COD-2019-012,0,18
1867,NIE-SOS-6,COD-2019-013,0,19
1868,NIE-SOS-6,COD-2019-015,0,20
1869,NIE-SOS-6,COD-2019-016,0,21
1870,NIE-SOS-6,COG-2016-005,0,22
1871,NIE-SOS-6,ETH-2016-002,0,23
1872,NIE-SOS-6,ETH-2018-003,0,24
1873,NIE-SOS-6,ETH-2018-004,0,25
1874,NIE-SOS-6,KEN-2018-003,0,26
1875,NIE-SOS-6,KEN-2018-004,0,27
1876,NIE-SOS-6,MOZ-2017-002,0,28
1877,NIE-SOS-6,MOZ-2019-001,0,29
1878,NIE-SOS-6,MOZ-2019-002,0,30
1879,NIE-SOS-6,MOZ-2019-003,0,31
1880,NIE-SOS-6,MOZ-2019-004,0,32
1881,NIE-SOS-6,NER-2016-001,0,33
1882,NIE-SOS-6,NER-2017-012,0,34
1883,NIE-SOS-6,NER-2018-005,0.00115,35
1884,NIE-SOS-6,NER-2018-006,0.001,36
1885,NIE-SOS-6,NER-2018-008,0.000125,37
1886,NIE-SOS-6,NGA-2016-018,0,38
1887,NIE-SOS-6,NGA-2016-019,0,39
1888,NIE-SOS-6,NGA-2016-021,0,40
1889,NIE-SOS-6,NGA-2016-024,0,41
1890,NIE-SOS-6,NGA-2016-025,0,42
1891,NIE-SOS-6,NGA-2016-034,0,43
1892,NIE-SOS-6,NGA-2017-020,0,44
1893,NIE-SOS-6,NGA-2017-021,0,45
1894,NIE-SOS-6,NGA-2017-024,0,46
1895,NIE-SOS-6,NGA-2018-012,0,47
1896,NIE-SOS-6,NGA-2018-014,0.000675,48
1897,NIE-SOS-6,NGA-2018-017,0.085425,49
1898,NIE-SOS-6,NGA-2018-018,2.50E-05,50
1899,NIE-SOS-6,NGA-2018-019,0.18725,51
1900,NIE-SOS-6,NGA-2018-020,0.11315,52
1901,NIE-SOS-6,NGA-2018-022,0,53
1902,NIE-SOS-6,NGA-2018-023,0.0023,54
1903,NIE-SOS-6,NGA-2018-025,0.45275,55
1904,NIE-SOS-6,NGA-2019-004,0.000125,56
1905,NIE-SOS-6,NGA-2019-007,0.156025,57
1906,NIE-SOS-6,NGA-2019-019,0,58
1907,NIE-SOS-6,NGA-2019-024,0,59
1908,NIE-SOS-6,SDN-2016-001,0,60
1909,NIE-SOS-6,SOM-2017-011,0,61
1910,NIE-SOS-6,SOM-2018-004,0,62
1911,NIE-SOS-6,SOM-2018-007,0,63
1912,NIE-SOS-6,SOM-2018-008,0,64
1913,NIE-SOS-6,SOM-2018-009,0,65
1914,NIE-SOS-6,SOM-2018-011,0,66
1915,NIE-SOS-7,CAF-2019-005,0,1
1916,NIE-SOS-7,COD-2016-001,0,2
1917,NIE-SOS-7,COD-2017-006,0,3
1918,NIE-SOS-7,COD-2017-007,0,4
1919,NIE-SOS-7,COD-2017-009,0,5
1920,NIE-SOS-7,COD-2017-011,0,6
1921,NIE-SOS-7,COD-2017-014,0,7
1922,NIE-SOS-7,COD-2018-005,0,8
1923,NIE-SOS-7,COD-2018-009,0,9
1924,NIE-SOS-7,COD-2018-010,0,10
1925,NIE-SOS-7,COD-2018-011,0,11
1926,NIE-SOS-7,COD-2018-013,0,12
1927,NIE-SOS-7,COD-2018-014,0,13
1928,NIE-SOS-7,COD-2018-015,0,14
1929,NIE-SOS-7,COD-2018-016,0,15
1930,NIE-SOS-7,COD-2018-017,0,16
1931,NIE-SOS-7,COD-2019-003,0,17
1932,NIE-SOS-7,COD-2019-012,0,18
1933,NIE-SOS-7,COD-2019-013,0,19
1934,NIE-SOS-7,COD-2019-015,0,20
1935,NIE-SOS-7,COD-2019-016,0,21
1936,NIE-SOS-7,COG-2016-005,0,22
1937,NIE-SOS-7,ETH-2016-002,0,23
1938,NIE-SOS-7,ETH-2018-003,0,24
1939,NIE-SOS-7,ETH-2018-004,0,25
1940,NIE-SOS-7,KEN-2018-003,0,26
1941,NIE-SOS-7,KEN-2018-004,0,27
1942,NIE-SOS-7,MOZ-2017-002,0,28
1943,NIE-SOS-7,MOZ-2019-001,0,29
1944,NIE-SOS-7,MOZ-2019-002,0,30
1945,NIE-SOS-7,MOZ-2019-003,0,31
1946,NIE-SOS-7,MOZ-2019-004,0,32
1947,NIE-SOS-7,NER-2016-001,0,33
1948,NIE-SOS-7,NER-2017-012,0,34
1949,NIE-SOS-7,NER-2018-005,0.001375,35
1950,NIE-SOS-7,NER-2018-006,0.0014,36
1951,NIE-SOS-7,NER-2018-008,3.00E-04,37
1952,NIE-SOS-7,NGA-2016-018,0,38
1953,NIE-SOS-7,NGA-2016-019,0,39
1954,NIE-SOS-7,NGA-2016-021,0,40
1955,NIE-SOS-7,NGA-2016-024,0,41
1956,NIE-SOS-7,NGA-2016-025,0,42
1957,NIE-SOS-7,NGA-2016-034,0,43
1958,NIE-SOS-7,NGA-2017-020,0,44
1959,NIE-SOS-7,NGA-2017-021,0,45
1960,NIE-SOS-7,NGA-2017-024,0,46
1961,NIE-SOS-7,NGA-2018-012,0,47
1962,NIE-SOS-7,NGA-2018-014,0.00015,48
1963,NIE-SOS-7,NGA-2018-017,0.027525,49
1964,NIE-SOS-7,NGA-2018-018,2.50E-05,50
1965,NIE-SOS-7,NGA-2018-019,0.08315,51
1966,NIE-SOS-7,NGA-2018-020,0.04505,52
1967,NIE-SOS-7,NGA-2018-022,0,53
1968,NIE-SOS-7,NGA-2018-023,0.00025,54
1969,NIE-SOS-7,NGA-2018-025,0.4272,55
1970,NIE-SOS-7,NGA-2019-004,0.02555,56
1971,NIE-SOS-7,NGA-2019-007,0.388025,57
1972,NIE-SOS-7,NGA-2019-019,0,58
1973,NIE-SOS-7,NGA-2019-024,0,59
1974,NIE-SOS-7,SDN-2016-001,0,60
1975,NIE-SOS-7,SOM-2017-011,0,61
1976,NIE-SOS-7,SOM-2018-004,0,62
1977,NIE-SOS-7,SOM-2018-007,0,63
1978,NIE-SOS-7,SOM-2018-008,0,64
1979,NIE-SOS-7,SOM-2018-009,0,65
1980,NIE-SOS-7,SOM-2018-011,0,66
1981,NIE-SOS-8,CAF-2019-005,0,1
1982,NIE-SOS-8,COD-2016-001,0,2
1983,NIE-SOS-8,COD-2017-006,0,3
1984,NIE-SOS-8,COD-2017-007,0,4
1985,NIE-SOS-8,COD-2017-009,0,5
1986,NIE-SOS-8,COD-2017-011,0,6
1987,NIE-SOS-8,COD-2017-014,0,7
1988,NIE-SOS-8,COD-2018-005,0,8
1989,NIE-SOS-8,COD-2018-009,0,9
1990,NIE-SOS-8,COD-2018-010,0,10
1991,NIE-SOS-8,COD-2018-011,0,11
1992,NIE-SOS-8,COD-2018-013,0,12
1993,NIE-SOS-8,COD-2018-014,0,13
1994,NIE-SOS-8,COD-2018-015,0,14
1995,NIE-SOS-8,COD-2018-016,0,15
1996,NIE-SOS-8,COD-2018-017,0,16
1997,NIE-SOS-8,COD-2019-003,0,17
1998,NIE-SOS-8,COD-2019-012,0,18
1999,NIE-SOS-8,COD-2019-013,0,19
2000,NIE-SOS-8,COD-2019-015,0,20
2001,NIE-SOS-8,COD-2019-016,0,21
2002,NIE-SOS-8,COG-2016-005,0,22
2003,NIE-SOS-8,ETH-2016-002,0,23
2004,NIE-SOS-8,ETH-2018-003,0,24
2005,NIE-SOS-8,ETH-2018-004,0,25
2006,NIE-SOS-8,KEN-2018-003,0,26
2007,NIE-SOS-8,KEN-2018-004,0,27
2008,NIE-SOS-8,MOZ-2017-002,0,28
2009,NIE-SOS-8,MOZ-2019-001,0,29
2010,NIE-SOS-8,MOZ-2019-002,0,30
2011,NIE-SOS-8,MOZ-2019-003,0,31
2012,NIE-SOS-8,MOZ-2019-004,0,32
2013,NIE-SOS-8,NER-2016-001,0,33
2014,NIE-SOS-8,NER-2017-012,0,34
2015,NIE-SOS-8,NER-2018-005,0.00185,35
2016,NIE-SOS-8,NER-2018-006,0.003175,36
2017,NIE-SOS-8,NER-2018-008,0.00165,37
2018,NIE-SOS-8,NGA-2016-018,0,38
2019,NIE-SOS-8,NGA-2016-019,0,39
2020,NIE-SOS-8,NGA-2016-021,0,40
2021,NIE-SOS-8,NGA-2016-024,0,41
2022,NIE-SOS-8,NGA-2016-025,0,42
2023,NIE-SOS-8,NGA-2016-034,0,43
2024,NIE-SOS-8,NGA-2017-020,0,44
2025,NIE-SOS-8,NGA-2017-021,0,45
2026,NIE-SOS-8,NGA-2017-024,0,46
2027,NIE-SOS-8,NGA-2018-012,0,47
2028,NIE-SOS-8,NGA-2018-014,2.50E-05,48
2029,NIE-SOS-8,NGA-2018-017,0.0026,49
2030,NIE-SOS-8,NGA-2018-018,0,50
2031,NIE-SOS-8,NGA-2018-019,0.006625,51
2032,NIE-SOS-8,NGA-2018-020,0.00435,52
2033,NIE-SOS-8,NGA-2018-022,0,53
2034,NIE-SOS-8,NGA-2018-023,0,54
2035,NIE-SOS-8,NGA-2018-025,0.107525,55
2036,NIE-SOS-8,NGA-2019-004,0.527525,56
2037,NIE-SOS-8,NGA-2019-007,0.2052,57
2038,NIE-SOS-8,NGA-2019-019,0.103125,58
2039,NIE-SOS-8,NGA-2019-024,0.028125,59
2040,NIE-SOS-8,SDN-2016-001,0,60
2041,NIE-SOS-8,SOM-2017-011,0,61
2042,NIE-SOS-8,SOM-2018-004,0,62
2043,NIE-SOS-8,SOM-2018-007,0,63
2044,NIE-SOS-8,SOM-2018-008,0,64
2045,NIE-SOS-8,SOM-2018-009,0,65
2046,NIE-SOS-8,SOM-2018-011,0,66
2047,NIE-ZAS-1,CAF-2019-005,0,1
2048,NIE-ZAS-1,COD-2016-001,0,2
2049,NIE-ZAS-1,COD-2017-006,0,3
2050,NIE-ZAS-1,COD-2017-007,0,4
2051,NIE-ZAS-1,COD-2017-009,0,5
2052,NIE-ZAS-1,COD-2017-011,0,6
2053,NIE-ZAS-1,COD-2017-014,0,7
2054,NIE-ZAS-1,COD-2018-005,0,8
2055,NIE-ZAS-1,COD-2018-009,0,9
2056,NIE-ZAS-1,COD-2018-010,0,10
2057,NIE-ZAS-1,COD-2018-011,0,11
2058,NIE-ZAS-1,COD-2018-013,0,12
2059,NIE-ZAS-1,COD-2018-014,0,13
2060,NIE-ZAS-1,COD-2018-015,0,14
2061,NIE-ZAS-1,COD-2018-016,0,15
2062,NIE-ZAS-1,COD-2018-017,0,16
2063,NIE-ZAS-1,COD-2019-003,0,17
2064,NIE-ZAS-1,COD-2019-012,0,18
2065,NIE-ZAS-1,COD-2019-013,0,19
2066,NIE-ZAS-1,COD-2019-015,0,20
2067,NIE-ZAS-1,COD-2019-016,0,21
2068,NIE-ZAS-1,COG-2016-005,0,22
2069,NIE-ZAS-1,ETH-2016-002,0,23
2070,NIE-ZAS-1,ETH-2018-003,0,24
2071,NIE-ZAS-1,ETH-2018-004,0,25
2072,NIE-ZAS-1,KEN-2018-003,0,26
2073,NIE-ZAS-1,KEN-2018-004,0,27
2074,NIE-ZAS-1,MOZ-2017-002,0,28
2075,NIE-ZAS-1,MOZ-2019-001,0,29
2076,NIE-ZAS-1,MOZ-2019-002,0,30
2077,NIE-ZAS-1,MOZ-2019-003,0,31
2078,NIE-ZAS-1,MOZ-2019-004,0,32
2079,NIE-ZAS-1,NER-2016-001,0,33
2080,NIE-ZAS-1,NER-2017-012,0,34
2081,NIE-ZAS-1,NER-2018-005,0.060475,35
2082,NIE-ZAS-1,NER-2018-006,0.0565,36
2083,NIE-ZAS-1,NER-2018-008,0.009575,37
2084,NIE-ZAS-1,NGA-2016-018,0,38
2085,NIE-ZAS-1,NGA-2016-019,0,39
2086,NIE-ZAS-1,NGA-2016-021,0,40
2087,NIE-ZAS-1,NGA-2016-024,0,41
2088,NIE-ZAS-1,NGA-2016-025,0,42
2089,NIE-ZAS-1,NGA-2016-034,0,43
2090,NIE-ZAS-1,NGA-2017-020,0,44
2091,NIE-ZAS-1,NGA-2017-021,0,45
2092,NIE-ZAS-1,NGA-2017-024,0,46
2093,NIE-ZAS-1,NGA-2018-012,0.00625,47
2094,NIE-ZAS-1,NGA-2018-014,0.014875,48
2095,NIE-ZAS-1,NGA-2018-017,0.0657,49
2096,NIE-ZAS-1,NGA-2018-018,0.035975,50
2097,NIE-ZAS-1,NGA-2018-019,0.0761,51
2098,NIE-ZAS-1,NGA-2018-020,0.0862,52
2099,NIE-ZAS-1,NGA-2018-022,0.008175,53
2100,NIE-ZAS-1,NGA-2018-023,0.019075,54
2101,NIE-ZAS-1,NGA-2018-025,0.34095,55
2102,NIE-ZAS-1,NGA-2019-004,0.039675,56
2103,NIE-ZAS-1,NGA-2019-007,0.1643,57
2104,NIE-ZAS-1,NGA-2019-019,5.00E-05,58
2105,NIE-ZAS-1,NGA-2019-024,7.50E-05,59
2106,NIE-ZAS-1,SDN-2016-001,0,60
2107,NIE-ZAS-1,SOM-2017-011,0,61
2108,NIE-ZAS-1,SOM-2018-004,0,62
2109,NIE-ZAS-1,SOM-2018-007,0,63
2110,NIE-ZAS-1,SOM-2018-008,0,64
2111,NIE-ZAS-1,SOM-2018-009,0,65
2112,NIE-ZAS-1,SOM-2018-011,0,66
2113,RDC-EQT-1,CAF-2019-005,0.0141,1
2114,RDC-EQT-1,COD-2016-001,0,2
2115,RDC-EQT-1,COD-2017-006,0,3
2116,RDC-EQT-1,COD-2017-007,0,4
2117,RDC-EQT-1,COD-2017-009,0,5
2118,RDC-EQT-1,COD-2017-011,0,6
2119,RDC-EQT-1,COD-2017-014,0,7
2120,RDC-EQT-1,COD-2018-005,0,8
2121,RDC-EQT-1,COD-2018-009,0,9
2122,RDC-EQT-1,COD-2018-010,0,10
2123,RDC-EQT-1,COD-2018-011,0,11
2124,RDC-EQT-1,COD-2018-013,0,12
2125,RDC-EQT-1,COD-2018-014,0,13
2126,RDC-EQT-1,COD-2018-015,0,14
2127,RDC-EQT-1,COD-2018-016,0,15
2128,RDC-EQT-1,COD-2018-017,0,16
2129,RDC-EQT-1,COD-2019-003,0,17
2130,RDC-EQT-1,COD-2019-012,0.319425,18
2131,RDC-EQT-1,COD-2019-013,0.5397,19
2132,RDC-EQT-1,COD-2019-015,0.067775,20
2133,RDC-EQT-1,COD-2019-016,0.045675,21
2134,RDC-EQT-1,COG-2016-005,0,22
2135,RDC-EQT-1,ETH-2016-002,0,23
2136,RDC-EQT-1,ETH-2018-003,0,24
2137,RDC-EQT-1,ETH-2018-004,0,25
2138,RDC-EQT-1,KEN-2018-003,0,26
2139,RDC-EQT-1,KEN-2018-004,0,27
2140,RDC-EQT-1,MOZ-2017-002,0,28
2141,RDC-EQT-1,MOZ-2019-001,0,29
2142,RDC-EQT-1,MOZ-2019-002,0,30
2143,RDC-EQT-1,MOZ-2019-003,0,31
2144,RDC-EQT-1,MOZ-2019-004,0,32
2145,RDC-EQT-1,NER-2016-001,0,33
2146,RDC-EQT-1,NER-2017-012,0,34
2147,RDC-EQT-1,NER-2018-005,0,35
2148,RDC-EQT-1,NER-2018-006,0,36
2149,RDC-EQT-1,NER-2018-008,0,37
